Time,BC-US Actual,BC-AB Actual
2020-03-05 22:30:00,665.48486328125,187.38177490234375
2020-03-05 22:35:00,706.5914916992188,184.92140197753906
2020-03-05 22:40:00,632.29296875,185.78143310546875
2020-03-05 22:45:00,610.315673828125,164.180908203125
2020-03-05 22:50:00,652.385986328125,184.66136169433594
2020-03-05 22:55:00,687.1592407226562,143.4805908203125
2020-03-05 23:00:00,615.30322265625,132.4203643798828
2020-03-05 23:05:00,466.8090515136719,182.12071228027344
2020-03-05 23:10:00,458.5006408691406,198.58041381835938
2020-03-05 23:15:00,509.2402038574219,184.461181640625
2020-03-05 23:20:00,553.8226318359375,144.58006286621094
2020-03-05 23:25:00,556.1456909179688,130.36033630371094
2020-03-05 23:30:00,494.8665771484375,191.08074951171875
2020-03-05 23:35:00,577.845703125,162.84060668945312
2020-03-05 23:40:00,612.35888671875,189.02122497558594
2020-03-05 23:45:00,647.5394287109375,182.70013427734375
2020-03-05 23:50:00,610.5259399414062,151.0397491455078
2020-03-05 23:55:00,593.1834106445312,220.8208770751953
2020-03-06 00:00:00,691.4559326171875,186.94009399414062
2020-03-06 00:05:00,748.303955078125,148.83975219726562
2020-03-06 00:10:00,569.2420043945312,140.74026489257812
2020-03-06 00:15:00,523.9775390625,183.50064086914062
2020-03-06 00:20:00,551.78271484375,158.84060668945312
2020-03-06 00:25:00,525.6676635742188,166.88092041015625
2020-03-06 00:30:00,551.7053833007812,188.6002960205078
2020-03-06 00:35:00,527.1299438476562,182.82037353515625
2020-03-06 00:40:00,558.3563232421875,193.16102600097656
2020-03-06 00:45:00,559.880859375,180.98007202148438
2020-03-06 00:50:00,619.9434814453125,205.5207061767578
2020-03-06 00:55:00,452.2852478027344,187.76068115234375
2020-03-06 01:00:00,372.7782897949219,146.559814453125
2020-03-06 01:05:00,439.0097961425781,127.55999755859375
2020-03-06 01:10:00,370.4914855957031,94.19910430908203
2020-03-06 01:15:00,308.5599670410156,113.86033630371094
2020-03-06 01:20:00,271.14495849609375,136.76016235351562
2020-03-06 01:25:00,291.7632751464844,93.91986083984375
2020-03-06 01:30:00,354.2651062011719,116.73975372314453
2020-03-06 01:35:00,376.5570373535156,80.06016540527344
2020-03-06 01:40:00,298.0533752441406,157.8804168701172
2020-03-06 01:45:00,341.2240905761719,115.28006744384766
2020-03-06 01:50:00,303.9222717285156,177.30047607421875
2020-03-06 01:55:00,355.9141845703125,129.3397674560547
2020-03-06 02:00:00,159.52151489257812,165.13992309570312
2020-03-06 02:05:00,250.81051635742188,116.20065307617188
2020-03-06 02:10:00,251.8826904296875,113.5195083618164
2020-03-06 02:15:00,256.9958801269531,112.55931091308594
2020-03-06 02:20:00,229.63836669921875,117.59927368164062
2020-03-06 02:25:00,248.5563201904297,140.8201904296875
2020-03-06 02:30:00,247.428466796875,114.17921447753906
2020-03-06 02:35:00,228.900634765625,108.65965270996094
2020-03-06 02:40:00,225.84642028808594,119.18074798583984
2020-03-06 02:45:00,293.412353515625,109.20046997070312
2020-03-06 02:50:00,359.380126953125,72.25999450683594
2020-03-06 02:55:00,359.4127197265625,103.9598159790039
2020-03-06 03:00:00,283.3057556152344,145.680908203125
2020-03-06 03:05:00,273.387451171875,151.30133056640625
2020-03-06 03:10:00,276.380859375,148.34112548828125
2020-03-06 03:15:00,304.69256591796875,126.94095611572266
2020-03-06 03:20:00,324.9288330078125,138.67990112304688
2020-03-06 03:25:00,402.2295837402344,140.66050720214844
2020-03-06 03:30:00,455.2955017089844,104.53975677490234
2020-03-06 03:35:00,429.7987976074219,132.4812469482422
2020-03-06 03:40:00,428.2380065917969,107.64044189453125
2020-03-06 03:45:00,530.9830322265625,99.24009704589844
2020-03-06 03:50:00,510.2486267089844,105.20098876953125
2020-03-06 03:55:00,573.0570678710938,145.90115356445312
2020-03-06 04:00:00,835.0468139648438,158.96119689941406
2020-03-06 04:05:00,1107.3673095703125,154.48126220703125
2020-03-06 04:10:00,1243.8021240234375,170.60133361816406
2020-03-06 04:15:00,1268.9676513671875,146.5811004638672
2020-03-06 04:20:00,1248.167724609375,160.4610137939453
2020-03-06 04:25:00,1288.400634765625,167.24095153808594
2020-03-06 04:30:00,1254.9969482421875,166.36016845703125
2020-03-06 04:35:00,1288.921875,137.0605010986328
2020-03-06 04:40:00,1252.5694580078125,96.85999298095703
