Date,BC-US net actual flow,BC-AB net actual flow
2020-03-24 05:40:00,-145.31512451171875,66.06068420410156
2020-03-24 05:45:00,-217.39093017578125,68.06034088134766
2020-03-24 05:50:00,-115.44918060302734,65.38024139404297
2020-03-24 05:55:00,-74.6026611328125,111.78057861328125
2020-03-24 06:00:00,143.12005615234375,100.94078826904297
2020-03-24 06:05:00,759.0940551757812,85.38092041015625
2020-03-24 06:10:00,844.5534057617188,117.20167541503906
2020-03-24 06:15:00,821.5390625,134.44198608398438
2020-03-24 06:20:00,779.6445922851562,163.48211669921875
2020-03-24 06:25:00,784.8072509765625,121.14078521728516
2020-03-24 06:30:00,757.2020874023438,112.34044647216797
2020-03-24 06:35:00,648.3017578125,166.52174377441406
2020-03-24 06:40:00,691.4361572265625,131.16102600097656
2020-03-24 06:45:00,863.1434936523438,166.58058166503906
2020-03-24 06:50:00,892.8416748046875,138.08091735839844
2020-03-24 06:55:00,888.470947265625,156.82037353515625
2020-03-24 07:00:00,780.1636352539062,175.60081481933594
2020-03-24 07:05:00,898.1207885742188,171.82122802734375
2020-03-24 07:10:00,918.036865234375,194.94094848632812
2020-03-24 07:15:00,824.460693359375,199.48023986816406
2020-03-24 07:20:00,857.095458984375,155.02088928222656
2020-03-24 07:25:00,810.1380004882812,195.02157592773438
2020-03-24 07:30:00,759.1259155273438,229.40115356445312
2020-03-24 07:35:00,797.5328369140625,179.42140197753906
2020-03-24 07:40:00,756.7504272460938,173.3414764404297
2020-03-24 07:45:00,650.0219116210938,219.06239318847656
2020-03-24 07:50:00,371.4501037597656,215.082275390625
2020-03-24 07:55:00,181.5911102294922,210.14146423339844
2020-03-24 08:00:00,9.869132041931152,203.76170349121094
2020-03-24 08:05:00,-83.5931396484375,184.40150451660156
2020-03-24 08:10:00,-150.99313354492188,162.0814208984375
2020-03-24 08:15:00,-208.70155334472656,215.40234375
2020-03-24 08:20:00,-431.77484130859375,154.20132446289062
2020-03-24 08:25:00,-506.24774169921875,201.44215393066406
2020-03-24 08:30:00,-457.7001037597656,195.222412109375
2020-03-24 08:35:00,-551.2957153320312,217.68211364746094
2020-03-24 08:40:00,-562.6876220703125,222.18177795410156
2020-03-24 08:45:00,-492.31842041015625,227.22174072265625
2020-03-24 08:50:00,-563.2843627929688,185.34146118164062
2020-03-24 08:55:00,-594.7763061523438,179.9414520263672
2020-03-24 09:00:00,-669.7931518554688,215.58177185058594
2020-03-24 09:05:00,-622.5513916015625,191.4014892578125
2020-03-24 09:10:00,-599.618408203125,165.4016571044922
2020-03-24 09:15:00,-536.594970703125,100.12019348144531
2020-03-24 09:20:00,-572.0968017578125,93.82088470458984
2020-03-24 09:25:00,-583.7807006835938,87.16068267822266
2020-03-24 09:30:00,-689.9059448242188,156.34214782714844
2020-03-24 09:35:00,-591.8890991210938,112.96187591552734
2020-03-24 09:40:00,-581.9004516601562,116.78211212158203
2020-03-24 09:45:00,-567.5118408203125,130.10183715820312
2020-03-24 09:50:00,-504.5572204589844,144.84146118164062
2020-03-24 09:55:00,-450.9158630371094,128.80166625976562
2020-03-24 10:00:00,-436.1890869140625,148.16221618652344
2020-03-24 10:05:00,-87.40376281738281,157.76136779785156
2020-03-24 10:10:00,104.9874496459961,141.26051330566406
2020-03-24 10:15:00,178.45338439941406,163.10047912597656
2020-03-24 10:20:00,102.03506469726562,200.02224731445312
2020-03-24 10:25:00,70.10868835449219,196.3207244873047
2020-03-24 10:30:00,100.11235809326172,201.34181213378906
2020-03-24 10:35:00,78.80062866210938,187.3615264892578
